form,pos,sense,lu
tarāru,verb,shake,
tarāṣu,verb,be(come) in order;set aright;treat correctly,
tarāṣu,verb,be(come) pointed at;extend;make stretch out;place;pointing at;prepare;stretch out;turn,
tarbaṣu,noun,halo,
tarbaṣu,noun,(animal) pen;courtyard;fold;halo,
tarbaṣu,,,LU
tarbāṣu,noun,courtyard,
tarbītu,noun,enlargement,
tarbû,noun,trainee,
tarbû,noun,trainee,
tarbû,,,LU
tardennu,adj,younger,
ṭardu,adj,outcast,
targumannu,noun,interpreter,
ṭarīdūtu,noun,exile,
tārītu,noun,nurse,
tarkullu,noun,mooring pole,
tarlugallu,noun,cock,
tarmazilu,noun,(an edible bird),
tarṣu,adj,absolute;appropriate;fair;proper;sound;suitable,
tarṣu,noun,before;extent;opposite;reign;time;towards,
tarṣu,adj,stretched out,
tartānu,noun,commander-in-chief,
tartānu,,,LU
tarû,verb,bring up,
târu,verb,be(come) again;bring;close (a door);do again;give (order);give (report);lead away;refuse;reject;rejection;repay;repeat;report;restore?;restore;retreat;retrograde;return;return;revocation;reward;send back;turn back;turn into;turn to;turn;turning back,
tāru,,,LU
tārû,noun,warden,
taṣbutu,,,LU
tašīltu,noun,(ceremony of) celebration,
tašīmtu,noun,good sense;prudence,
taskarinnu,noun,boxwood,
taškintu,noun,allegation,
tašlimtu,noun,reimbursement,
tašlīšu,noun,third man on chariot,
tašlīšūtu,noun,position of third man on chariot,
tašnintu,noun,fighting;rivalry;strife,
tašrihtu,noun,splendour,
tašrīhū,noun,glorification,
tasrīru,noun,deceitful omen,
tašrītu,noun,beginning,
tatidūtu,noun,francolin,
ṭātu,noun,bribe?;bribe;gift,
tāwītu,noun,oracle query,
tāwītu,noun,(a type of sheep),
tawwertu,noun,(a type of) meadow;meadow,
tawwertu,noun,meadow,
tayābu,noun,(meaning unknown),
tayāru,noun,return (of leftovers)?;return (of offerings),
tayyartu,noun,forgiveness;return journey;return,
tayyāru,noun,return (from offerings),
tazkītu,noun,purification,
tazzimtu,noun,lamentation,
taʾû,verb,eat,
taʾʾumu,adj,double,
tê'u,,,LU
tebal,noun,(meaning unknown),
tebīru,noun,metalworker(?),
tebû,verb,arise;attack;attack;be(come) raised;cause to rise;depart;erect;get up;keep attacking;make leave;make rise;making rise;pass;procession;raise;raising;rise;rise;set off;set out;setting out;stand up,
tebû,verb,raise,
tebû,,,LU
tēbû,adj,insurgent;raised;rising,
ṭebû,verb,dip;sink,
tēdīqu,noun,apparel,
tēgirtu,noun,excuse;negotiation,
ṭehû,adj,approaching,
ṭehû,verb,approach;approach;be(come) near to;come close to;come close;present,
ṭēhu,noun,immediate vicinity,
tēkītu,noun,grumbling;necessity,
teknû,noun,tenderness,
tēlītu,noun,yield,
tēltu,noun,proverb;saying,
tēltu,,,LU
ṭēmānu,adj,reasonable,
ṭēmānu,noun,reasonable (man),
temēru,verb,bury,
temru,adj,buried,
ṭēmu,noun,(fore)thought;command;disposition;instruction;intention;message;mind;order;plan;reason;report;sense,
ṭēmu,,,LU
ṭēmūtu,noun,(reportage),
ṭēmūtu,noun,of order,
tenēštu,noun,people,
tenšû,noun,(a type of ornament),
tēnû,noun,spare,
ṭênu,verb,grind;grinding,
ṭênu,,,LU
ṭepû,verb,expand,
tēqītu,noun,daubing,
terdītu,noun,addition;reinforcement,
terhatu,noun,bridal gift,
terku,noun,throbbing,
ṭerrubu,noun,(meaning unknown),
terṣu,noun,(meaning uncertain);stretching out,
têrtu,noun,commission;decree;direction;instruction;liver (of animal);liver;omen;oracle;query,
têrtu,,,LU
tērtu,,,LU
ṭerû,adj,piercing,
ṭerû,verb,beat;hit,
tērubtu,noun,entry,
teṣāpu,noun,(meaning unknown),
teslītu,noun,prayer;supplication,
tešlītu,,,LU
tešmû,noun,concord;listening;reconciliation,
tespītu,noun,prayer,
teṣû,verb,give out wind,
tēšû,noun,chaos;confusion,
Teumann,,,LU
ṭiābu,verb,be(come) good;improve;make good;recover,
tiāmtu,noun,lake;sea,
ṭibhu,noun,(meaning uncertain),
tibku,noun,brick course,
tibnu,noun,straw tax;straw,
tibnu,,,LU
tību,noun,attack;gust;rising,
tibûtu,noun,attack;procession;swarming,
tidintu,noun,gift,
ṭīdu,noun,(a kind of beer);clay,
tikku,noun,neck(-piece);neck,
tikpu,noun,imprint,
tīku,noun,(rain)drop,
tillatu,noun,auxiliary troops,
tillatu,noun,vine,
tillu,noun,appurtenances;arms;equipment;trappings,
tillu,,,LU
tīlu,noun,(ruin) mound;mound,
timāli,adv,yesterday,
ṭimītu,,,LU
timmu,noun,caryatid;column,
timru,noun,buried (figurine),
ṭīmu,noun,twine,
tinūru,noun,oven,
tinūru,,,LU
ṭīpu,noun,(meaning uncertain),
tiqnu,noun,jewel,
tīrānu,noun,coils of the colon,
tīrānu,noun,coils (of intestine),
tirimtu,noun,(a drinking vessel),
tirku,noun,(meaning uncertain),
tīru,noun,(meaning uncertain),
tīru,adj,turned,
ṭīru,noun,lash,
tisarru,noun,(a topographical term),
tiškaddu,noun,(meaning unknown),
tiṣmuru,adj,intended,
Tišpak,,,LU
tišrû,noun,(meaning unknown),
titāpū,noun,beer mash,
tittu,noun,fig (tree),
ṭiṭṭu,,,LU
titūru,noun,bridge,
tû,,,LU
tuānu,noun,(a breed of horse),
tubāqu,noun,(a type of wood);trap,
ṭūbātu,noun,friendliness;joy,
ṭubbu,,,LU
tubqinnu,noun,dung heap,
tubqu,noun,corner;the (four) quarters,
ṭūbtu,noun,goodness,
ṭūbu,noun,goodness;happiness,
tudittu,noun,dress pin,
ṭūdu,noun,(meaning unknown),
TUG2.NIN.SU,noun,(a cloth;reading uncertain),
tugānû,noun,spray (of fruit);spray,
ṭuhdu,noun,abundance;plenty;prosperity;wealth,
tuhhu,noun,scrap,
tukku,noun,(act of) oppression;oppressor(?),
tukku,noun,oppression,
tukkulu,adj,trusting,
tuktû,noun,revenge;vengeful man,
tukultu,noun,confidence;safety;support;trust,
tullulu,verb,disrupt,
ṭullumâ,adj,deceitful,
tûltu,noun,worm,
tulû,noun,breast,
tumânu,noun,canvas,
ṭumânu,noun,thread,
tummû,adj,adjured,
tūmulu,noun,advantage,
tūmulu,noun,advantage(?),
tunimmu,noun,(a kind of leather),
tupninnu,noun,box,
ṭuppi,noun,one-year (period),
ṭuppi-šīmāti,noun,Tablet of Destinies,
ṭuppu,noun,chassis;tablet,
ṭuppu,,,LU
ṭupšar āli,noun,city scribe,
ṭupšar bēt ili,noun,temple scribe,
ṭupšar bīt ili,noun,temple scribe,
ṭupšar bīti,noun,scribe of the house,
ṭupšar ēkalli,noun,palace scribe,
ṭupšar šarri,noun,royal scribe,
ṭupšarratu,noun,female scribe,
ṭupšarru,noun,scribe,
ṭupšarru,,,LU
ṭupšarrūtu,noun,position of a scribe;scribal art;scribal lore,
tupšikku,noun,corvée work;corvée,
tupšinnu,noun,tablet box,
tuqnu,noun,good order,
tuqumtu,,,LU
tūra,adv,(meaning uncertain);again;furthermore,
turminabandû,noun,(a type of mottled stone),
turminû,noun,breccia,
turru,adj,turned back;turned into,
turru,,,LU
ṭurru,noun,string,
ṭurru,,,LU
turru ana ašrīšu,,,LU
turruku,adj,very dark,
turruṣu,adj,stretched out,
turtānu,noun,(a high military official);commander-in-chief,
turtānūtu,noun,position of commander-in-chief,
tūrtu,noun,bending;reply;reversion;turning,
tūru,noun,return,
ṭūru,noun,opopanax,
tušāru,noun,battle,
tūšaru,noun,battlefield,
tuššu,noun,insolence,
tuššu,noun,insolence,
tūʾamtu,noun,twin,
tūʾamu,noun,double harvest,
tuʾʾumu,verb,double,
u,CNJ,and,
U2.LA2,noun,(meaning and reading uncertain),
ubān-hašê,noun,finger of the lung (a part of the liver),
ubānu,noun,a unit of length;finger (a part of the liver);finger,
ubbulu,adj,dried (out);parched person,
ubburu,,,LU
ubbuṭu,noun,famine,
ubšukkinnakku,noun,(divine) assembly hall,
udāti,noun,(meaning unknown),
udduru,adj,keeping in the dark,
uddušu,,,LU
udê,noun,utensils,
UDhuttu,noun,(reading and meaning unknown),
udī-,adv,alone,
udīni,adv,yet,
udīni,,,LU
UDrihtu,noun,(meaning and reading uncertain),
udû,noun,tools;utensils,
UDU.SI.LUH,noun,(reading and meaning unknown),
ugāru,noun,field;irrigated field;meadow,
ugāru,,,LU
uggatu,noun,rage,
uhhuru,verb,do later,
uhhuzu,adj,married;overlaid with,
uhinnu,noun,dried date,
uhulgallu,noun,Evil Day,
uhur,adv,(meaning unknown),
ukkubu,verb,arrive,
ukkulu,adj,very dark,
uklu,noun,darkness,
ukullû,noun,food allowance;food;provisions,
ukultu,noun,(a kind of soup);devouring;morsel;soup,
ul,MOD,not,
ula,J,no,
ūla,adv,(meaning uncertain);alternatively;or;otherwise,
uliltu,,,LU
ulla,adv,(since) earliest times,
ullāman,adv,otherwise,
ullânu,adv,suddenly,
ullû,adj,most lofty;raised,
ullû,DP,distant past;that (expedition);that,
ullulu,adj,hanging;suspended,
ulluṣu,adj,swollen,
ullūti,,,LU
ullūtu,noun,levied troops,
ullūtu,,,LU
ulmu,noun,axe,
ulṣu,noun,rejoicing,
ultu,prep,since,
ultu maṣi,,,LU
ulû,noun,choicest oil,
ulū,CNJ,or,
ūlu,noun,choicest oil,
ūlū,CNJ,nor,
ūm bibbuli,noun,(day of the) new moon,
ūm bubbuli,noun,day of the new moon,
umâ,,,LU
ūma,adv,ever?;now,
umāmu,noun,animal;monster,
umandu,noun,(an intestine),
umāšu,noun,athlete,
ūmāya,adv,each day,
umdu,noun,rash?,
ūmišam,adv,daily,
umma,prep,saying,
Ummān-manda,noun,barbarian horde,
ummānu,noun,army;the multitude;troops,
ummânūtu,noun,scholarship,
ummatu,noun,(meaning uncertain),
ummi abi,noun,grandmother,
ummi šarri,noun,queen mother,
ummiānu,noun,craftsman,
ummiānu,noun,craftsman;master craftsman;master;scholar,
ummu,noun,fever,
ummu,noun,initial (amount);mother;side road?,
ummu,,,LU
ummuliš,adv,twinklingly,
ummulu,adj,faint;twinkling,
ummuru,adj,chosen,
umnīnu,noun,chest;trunk,
umšarhu,noun,house-born slave,
umšu,noun,heat,
umṣu,,,LU
ūmu,noun,day;very day,
ūmu,noun,storm(-demon),
ūmu,,,LU
ūmu-erpu,noun,cloudy day,
ūmussu,adv,daily,
unīqu,noun,female kid,
unnīnu,noun,praying;supplication,
unnu,noun,(meaning unknown),
unnutu,adj,faint,
unqu,noun,ring;royal stamp seal;sealed royal order;signet ring;signet-ring,
unqu,,,LU
unūt-libbi,noun,internal organs,
unūtu,noun,objects;utensil;utensils,
unūtu,,,LU
unzarhu,noun,house-born slave,
upāṭu,noun,(nasal) mucus,
upnu,noun,(cupped) hand;fist,
uppu,noun,key(?);socket,
uppu,noun,(door) socket;socket,
uppuqu,adj,massive;solid,
uppuqu,,,LU
upû,noun,cloud,
upumtu,noun,(a type of) flour,
uqniātu,noun,blue wool,
uqnu,,,LU
uqnû,noun,lapis lazuli,
UR.GAL,noun,lion?,
urāku,noun,chisel,
Urartu,,,LU
urāsu,noun,(a foreman);brick mason,
urāsūtu,noun,position of brick mason,
urbānu,noun,papyrus,
urbatu,,,LU
urdānūtu,noun,servitude,
urdu,,,LU
urê,noun,(meaning uncertain),
urhu,noun,way,
uridimmu,noun,mad dog,
urigallu,noun,reed hut;standard,
urīṣu,noun,male goat,
urkiš,adv,later,
urkītu,,,LU
urnatu,noun,(a garment),
urpatu,noun,cloud,
urpu,noun,cloud(s),
urqītu,noun,vegetation,
urqītu,,,LU
Urra,noun,(a lexical series),
Urra,noun,(lexical series),
urru,noun,day;daytime,
urruhiš,adv,swiftly,
urruku,,,LU
urrupu,adj,clouded darkness,
ursūtu,noun,(meaning uncertain);archival copy;magazine;parcel?,
urtu,noun,(meaning unknown),
ūrtu,,,LU
urû,adj,ousted,
urû,noun,team (of equids);team of equids;team,
ūru,noun,roof,
urubātu,noun,wailings,
uruthū,noun,tongs,
urʾudu,noun,windpipe,
ušallu,noun,meadow,
ušamītu,noun,(an edible bird),
usandû,noun,fowler,
usātu,noun,help,
ušburrudû,noun,ritual to undo witchcraft,
uskāru,noun,(moon) disk;crescent (moon);crescent,
uskāru,,,LU
uṣṣāru,noun,storehouse,
uššu,noun,foundation,
uššu,noun,foundation(s),
uššû,,,LU
uššū,,,LU
ussuktu,noun,suggestion,
uššuru,adj,abandoned;loose,
uṣṣuru,,,LU
uššušu,verb,renew,
uššušu,adj,very distressed,
uṣṣuṣu,verb,investigate;investigation,
ušû,noun,ebony,
ūsu,noun,goose,
ūṣu,noun,arrow;arrowhead;rib,
uṣultu,noun,knife,
ušumgallu,noun,great dragon,
usurtu,noun,confinement;siege,
uṣurtu,noun,design,
uṣurtu,noun,design;drawing;plan,
ušuzzāyu,adj,standing;staying,
utarsi,verb,(meaning unknown),
utnēnu,verb,pray,
utnēnu,noun,prayer;supplication,
utru,noun,additional (offering);additional,
uṭṭatu,noun,barley,
ūṭu,noun,a unit of length,
utukku,noun,(an evil demon);ghost,
utukku,,,LU
Utukkū-lemnūtu,noun,Evil Ghosts' (an exorcistic composition),
utulu,adj,lying down,
utūnu,noun,kiln,
uznu,noun,attention;ear;understanding;wisdom,
uznu,,,LU
uzuntu,noun,(a part of the liver),
uzzu,noun,ire,
ūʾa,J,woe!;woe,
ūʾa,noun,woe,
uʾiltu,noun,report;tablet,
wabālu,verb,argue;bring;carry off;carry;delivery;desire;keep carrying;look constantly after;ponder;reflection;send;serve continually;take,
wabālu,,,LU
wabru,noun,guest;stranger,
wadû,verb,announce;inform;know;make known;make manifest;recognize,
walādu,verb,create;give birth (to),
walādu,,,LU
waqru,adj,rare,
waqû,,,LU
warāšu,,,LU
warhu,,,LU
warkatu,,,LU
warkīāt ūmī,noun,future time,
warkītu,noun,descendant;future;posterity;rearguard,
warku,,,LU
warqu,,,LU
warû,verb,guide;leading,
wâru,,,LU
wašābu,,,LU
waṣābu,verb,add,
wasāmu,,,LU
wāšibu,noun,residing,
waṣpu,,,LU
wašṭu,,,LU
waṣû,,,LU
watru,adj,extra;massive(?),
wīṣu,adj,few;little;little;scarce,
wussû,verb,distinguish;examine;identify;recognize,
yābilu,noun,ram,
yamattu,XP,each;one by one,
yānu,verb,(there) is not;otherwise,
yānumeš,noun,(meaning unknown),
yanūqu,noun,(a type of meat),
yanūqu,noun,suckling?,
yanussu,noun,(meaning unknown),
yarhu,noun,pool,
yarūrūtu,noun,lamentation,
yâši,IP,me,
yāši,IP,me,
yâšim,IP,me;to me,
yašpû,noun,jasper,
yâti,IP,me,
yāʾu,PP,mine,
zabālu,verb,bring in;carry;transport,
zabālu,,,LU
zabardabbu,noun,(an official),
zablu,adj,transported,
zagiddurû,noun,(a kind of) lapis lazuli,
zagmukku,noun,New Year Festival,
zakār-šumi,noun,invocation,
zakāru,verb,be(come) pronounced;invoke;mention;pronounce;recite;speak;swear;utter,
zakāru,,,LU
zakkāru,noun,male child;male;man,
zakkû,noun,exempt,
zakru,adj,called;mentioned;named;pronounced;spoken,
zakû,verb,be exempted;be(come) clean;be(come) clear;clear up;clear;exempt;free;make ready,
zakû,adj,clean (one);clean;cleaned (barley);clear (thing);cleared;exempt;free;pure,
zakû,,,LU
zakûtu,noun,exemption,
zalāqu,noun,(a shiny stone),
zamar,adv,quickly,
zamāru,verb,be(come) sung;sing;song,
zamāru,verb,sing (of),
zamāru,noun,song,
zamāru,,,LU
zammāru,noun,singer,
zammārūtu,noun,music,
zamru,noun,fruit,
zamû,,,LU
zanānu,verb,cause to provide;provide for,
zanānu,verb,(meaning and reading uncertain);cause to rain;make rain;rain;rainmaking,
zanānu,,,LU
zāninu,noun,provider,
zantu,adj,(meaning uncertain),
zānu,adj,adorned,
zappu,noun,bristle,
zaqānu,verb,be(come) bearded,
zaqāpu,verb,attack;complain;erect;fix upright;impale;plant;raise;set up,
zaqāru,verb,build high,
zaqātu,,,LU
zaqīpu,noun,stake,
zaqīqu,,,LU
zāqīqu,,,LU
zaqpu,adj,erected;planted,
zaqquru,adj,built high,
zaqru,adj,pointed,
zaqtu,adj,pointed,
zaquqīqu,,,LU
zarāpu,verb,purchase,
zarāqu,verb,sprinkle,
zāratu,noun,tent,
zāriqu,noun,male sprinkler,
zarpu,adj,purchased,
zarû,noun,(meaning uncertain),
zarû,verb,scatter;strew,
zārû,noun,begetter;father,
zārutu,,,LU
zātu,noun,(a vessel;reading uncertain),
zayyāru,noun,enemy,
zazabtu,noun,(a garment or textile),
zazakku,noun,(a registry official),
zâzu,verb,apportion;distribute;distribution;divide;split,
zaʾānu,verb,adorn with;decorate,
zāʾeru,noun,enemy,
zāʾeru,adj,enemy,
zenû,adj,angry,
zenû,verb,be(come) angry;be(come) estranged;cause to be(come) angry;exasperation;rousing anger,
zēr šarri,noun,royal bloodline,
zēr-halgatî,noun,barbarians,
zēr-zēri,noun,seed's seed,
zērātu,noun,hostile messages,
zêru,verb,hate;hate,
zêru,verb,be(come) detestable;hate;hatred,
zêru,,,LU
zēru,noun,agricultural land;grain;offspring;progeny;seed(s),
zerzerru,noun,grasshopper,
zēʾirānu,noun,enemy,
zi'pu,,,LU
ziāqu,verb,blow;waft,
ziāqu,,,LU
zibānītu,noun,scales;weighing scales,
zibānu,,,LU
zibbatu,noun,rear part;rearguard;tail,
zibbatu,,,LU
ziblu,noun,waste matter,
zību,noun,food offering;sacrifice,
zību,noun,vulture,
zikaru,adj,male (one);male;man,
zikru,noun,command;fame;mention;name;utterance;word,
zikru,,,LU
zikurudû,noun,cutting-of-the-throat' magic,
zilītu,noun,(meaning unknown),
zimru,noun,song,
zimtu,noun,(meaning unknown),
zīmu,noun,appearance;countenance,
zīmu,,,LU
zimzimmu,noun,red onion,
zinnatu,noun,grievance,
zinnu,noun,rain,
zinû,noun,midrib of date palm;rib of palm-frond,
zinzaruʾu,noun,ginger,
zīqīqiš,adv,as nought,
zīqīqu,noun,(dream series);dream god;soul?,
ziqittu,noun,young cattle,
ziqnu,noun,beard;whisker,
ziqpu,noun,culmination (of star);sapling;shoot,
ziqqu,noun,wineskin,
ziqqurratu,noun,ziggurrat,
ziqtu,noun,sting,
ziqtu,,,LU
zīqtu,noun,torch,
zīqu,noun,breeze;draft,
zīqu,noun,torch,
zīqu,,,LU
zīru,noun,hate,
zīru,adj,twisted,
zirūtu,noun,(a body part),
zittu,noun,portion;share,
zīzu,noun,(a type of onion),
zīzu,noun,(meaning uncertain),
zīzu,adj,divided,
zīzu,noun,teat,
zû,noun,shit;waste product,
zubbu,noun,fly,
zukkû,adj,clean,
zūku,noun,infantry;professional troops,
zumāru,noun,refrain of a song,
zummû,verb,be(come) deprived of;deprive of;thirst for,
zumru,noun,body;interior,
zunnu,noun,rain,
zunnu,,,LU
zunnunu,,,LU
zunzurahhu,noun,(a member of the cavalry),
zuqiqīpu,noun,scorpion,
zurzu,noun,saddlebag,
zūtu,noun,sweat,
zuʾʾû,verb,(meaning unknown),
zuʾʾunu,adj,adorned,
zuʾʾuzu,adj,distributed;distribution;divided,
